v_R_System.Name0,v_GS_NETWORK_ADAPTER_CONFIGURATION.MACAddress0,v_GS_OPERATING_SYSTEM.Caption0,v_R_System.Resource_Domain_OR_Workgr0,v_GS_NETWORK_ADAPTER_CONFIGURATION.IPAddress0,v_GS_PC_BIOS.SerialNumber0,v_GS_SYSTEM_ENCLOSURE.ChassisTypes0,v_R_System.Client_Version0,v_R_System.FQDN,v_GS_NETWORK_ADAPTER_CONFIGURATION.DNSHostName0,v_GS_WORKSTATION_STATUS.LastHWScan,v_GS_COMPUTER_SYSTEM.UserName0,v_R_System.ResourceID,v_GS_COMPUTER_SYSTEM_PRODUCT.UUID0,v_GS_Operating_Status
LT-IT142,,Windows Server 2019 Standard,CORP,10.1.21.110,LENOVOF7PUKMU8,8,5.00.9049.1000,,lt-it142,04-04-2025 19:39,FABRIKAM\angela.johnson,,0E9CEE3A-BA15-4CEF-9F67-252605E600C9,Operational
WS-IT158,DD:19:40:12:6A:77,Win Srv 2022 Standard,CONTOSO,10.1.11.112,LF5QZWJO3M,3,5.00.9049.1000,ws-it158.contoso.local,ws-it158,05-04-2025 11:53,CONTOSO\andrea.gonzalez,16788628,8D933424-3E41-4EED-9C64-C1239B04C74D,Operational
WS-IT319,8C:12:A4:34:F8:B0,Win Srv 2022 Standard,FABRIKAM,10.1.11.111,IKUEHX2,15,5.00.9040.1001,ws-it319.fabrikam.local,,05-04-2025 17:30,CONTOSO\michelle.vaughan,16797082,7BBFC1E7-9DC0-42CE-A931-71C88C1662BE,Operational
WS-IT125,6D:5F:4C:49:71:B3,Windows Server 2022 Std,CORP,10.1.11.110,DM54CRZ396,4,5.00.9049.1000,ws-it125.corp.local,ws-it125,05-04-2025 14:18,,16797583,7ECD3FBD-64AC-45D6-9A7D-904D4E7DF42D,Operational
WS-IT605,4D:31:7B:E0:AA:C5,Windows Server 2019 Standard,FABRIKAM,10.1.11.107,RZR2MHJCPN,15,5.00.9049.1000,ws-it605.fabrikam.local,ws-it605,05-04-2025 18:03,CONTOSO\joshua.holden,16737903,BA1BBDCE-8CBC-44FD-AF26-5DF097217B1B,Operational
WS-IT023,04:86:54:0B:26:C4,Windows Server 2022 Std,CORP,10.1.11.108,LENOVOXQFQMKC3,3,5.00.9049.1000,ws-it023.corp.local,ws-it023,16-04-2025 14:37,FABRIKAM\eric.baker,16766267,37E0AFD0-6E55-46B2-990D-F116E09162FA,Operational
LT-IT358,40:47:03:63:37:45,Windows Server 2022 Std,CORP,10.1.21.107,5LY99G9WBH,8,5.00.9049.1000,lt-it358.corp.local,lt-it358,07-04-2025 15:29,FABRIKAM\travis.alvarado,16736421,8919ADDD-2DAC-44F3-B7AA-8BA5CCA2A4B5,Operational
WS-IT015,D0:AE:39:BA:A8:82,Win Srv 2022 Standard,CONTOSO,10.1.11.109,X7DJHZ2,5,5.00.9049.1000,ws-it015.contoso.local,ws-it015,09-04-2025 07:16,,16736404,,Operational
WS-IT555,E1:22:65:EE:4C:59,Windows Server 2019 Standard,CORP,10.1.11.106,08XCY5II04,3,,ws-it555.corp.local,ws-it555,24-03-2025 10:01,CORP\maria.morris,16798950,1A5825DA-EC9D-4E3E-B247-1161251A0959,Operational
LT-IT139,D4:C7:1C:AB:11:5B,Windows Server 2019 Standard,CORP,10.1.21.108,9J3CIJ4P5E,9,5.00.9049.1000,lt-it139.corp.local,lt-it139,14-04-2025 07:02,FABRIKAM\david.brown,16771410,59D8089D-4AAD-48DD-B5FE-9ECD772116D8,Operational
WS-IT508,55:CD:77:A1:D3:B3,Windows Server 2019 Standard,CONTOSO,10.1.11.105,D2S6ONL,15,5.00.9049.1000,ws-it508.contoso.local,ws-it508,14-04-2025 16:18,CONTOSO\joseph.smith,16726940,96239853-E3BF-48D4-B546-5707B55F739E,Operational
WS-IT273,2C:A9:0A:68:CA:CB,Win Srv 2022 Standard,CONTOSO,10.1.11.104,N8Z78IZ,3,5.00.9049.1000,ws-it273.contoso.local,ws-it273,27-03-2025 12:22,CORP\sarah.sullivan,16701672,E8D23057-25C8-42F1-BC18-D53808DA3B64,Operational
WS-IT331,1D:9D:BE:45:BA:EB,Windows Server 2022 Std,CONTOSO,10.1.11.103,LENOVOJ3QSA2Q1,4,5.00.9049.1000,ws-it331.contoso.local,ws-it331,27-03-2025 12:38,CONTOSO\david.rivera,16798983,368BA893-CC99-42D2-9CE6-14FF2D180B5E,Operational
LT-IT266,39:6F:97:D4:F2:DB,Windows Server 2019 Standard,CORP,10.1.21.109,DDTIFZA,10,5.00.9049.1000,,lt-it266,11-04-2025 13:10,CONTOSO\lindsay.dillon,16788981,588E4916-B2AE-46D2-A84E-88FACE51B080,Operational
TB-IT55,21:FE:67:70:DD:32,Windows Server 2019 Standard,,10.1.31.29,F5TETJG1,11,5.00.9049.1000,tb-it55.corp.local,tb-it55,23-03-2025 08:35,CONTOSO\mark.watkins,16706805,E5190C23-1F57-4EC8-93F6-D34A5DF73E71,Operational
TB-IT17,BC:0E:AA:F3:2C:05,Windows Server 2019 Standard,CORP,10.1.31.26,71457914948,13,5.00.9049.1000,tb-it17.corp.local,tb-it17,04-04-2025 08:10,CONTOSO\christopher.parker,16713401,2B7DC268-665C-4DBC-86C5-7716A79C7CF5,Operational
WS-IT683,C9:7C:A0:AA:88:9E,Win Srv 2022 Standard,CORP,10.1.11.102,XHW6L9Q,,5.00.9049.1000,ws-it683.corp.local,ws-it683,29-03-2025 10:04,FABRIKAM\melissa.soto,16789123,06D18686-475A-4671-8188-0AF13456F68F,Operational
WS-IT407,E5:FF:9F:B5:36:16,Win Srv 2022 Standard,CONTOSO,10.1.11.101,LENOVOWJ47D248,3,5.00.9049.1000,ws-it407.contoso.local,ws-it407,,CONTOSO\sylvia.hawkins,16703332,EA491475-EF76-43BA-997D-3DE9AA5B2BA6,Operational
LT-IT232,84:7D:70:26:59:E1,Windows Server 2019 Standard,CORP,10.1.21.106,LENOVOWUHN8RKH,8,5.00.9049.1000,lt-it232.corp.local,lt-it232,21-04-2025 14:50,CONTOSO\micheal.jackson,16749172,A9DC7DFB-3128-4A5A-917B-CC91415CF269,Operational
LT-IT029,,Windows Server 2019 Standard,FABRIKAM,,FJQV6V0,14,5.00.9049.1000,lt-it029.fabrikam.local,lt-it029,05-04-2025 15:34,CONTOSO\emily.baker,,A0F67116-F9E6-44FD-BD13-188A9B0FCD96,Operational
LT-IT296,8C:A2:8F:26:AC:34,Win Srv 2022 Standard,CORP,10.1.21.104,UJRZFYX,8,5.00.9049.1000,lt-it296.corp.local,,05-04-2025 14:16,FABRIKAM\kayla.morales,16741351,D8FA002F-9258-4784-8190-408019FC3903,Operational
WS-IT403,09:70:23:A1:96:14,Windows Server 2019 Standard,CORP,10.1.11.100,LENOVOWL3OZ1PC,3,5.00.9049.1000,ws-it403.corp.local,ws-it403,27-03-2025 15:51,FABRIKAM\cody.garcia,16706840,9604D5F2-5406-4449-867B-76BF50F44451,Operational
,F5:EA:27:ED:0E:55,Windows Server 2019 Standard,FABRIKAM,10.1.21.103,3GEUT8GWNS,8,5.00.9040.1001,lt-it154.fabrikam.local,lt-it154,13-04-2025 14:13,FABRIKAM\rebekah.thomas,16722606,,Operational
WS-IT262,CD:C9:DA:81:7A:A0,Windows Server 2019 Standard,FABRIKAM,10.1.11.77,LENOVOUVYMJK8P,6,5.00.9049.1000,ws-it262.fabrikam.local,ws-it262,11-04-2025 19:34,CORP\laura.clay,16792305,1F064BEB-3602-457C-BEAD-2EB846CCCB1A,Operational
SRV-SQL40,08:9E:39:37:21:55,Windows Server 2019 Standard,FABRIKAM,10.1.2.29,IRFPJUHUTJ,17,5.00.9049.1000,srv-sql40.fabrikam.local,srv-sql40,16-04-2025 07:05,SYSTEM,16701320,,Operational
WS-IT326,55:00:91:D9:2C:3A,Windows Server 2019 Standard,CORP,10.1.11.78,P8KMNUM,4,5.00.9049.1000,ws-it326.corp.local,ws-it326,14-04-2025 16:33,CORP\brianna.ponce,16769358,A608DDA7-1264-4862-897E-6E6F8BC1652E,Operational
LT-IT277,15:01:44:01:1B:CD,Windows Server 2022 Std,CONTOSO,10.1.21.102,JE0Q13W,10,5.00.9049.1000,,lt-it277,08-04-2025 17:34,FABRIKAM\tony.miller,16712574,C1967E12-535A-48E3-8D8C-1CBA7068AB7E,Operational
LT-IT075,08:09:21:77:89:A0,Windows Server 2019 Standard,FABRIKAM,10.1.21.101,LENOVOWMRQKHJ4,9,5.00.9040.1001,,lt-it075,24-03-2025 19:30,CORP\karen.ward,16776769,0F884CA5-0B02-4880-9D5F-1D2C821EA31C,Operational
WS-IT157,00:3B:14:B8:D5:C4,Windows Server 2022 Std,FABRIKAM,10.1.11.79,Y7RRY4U,5,5.00.9049.1000,ws-it157.fabrikam.local,ws-it157,08-04-2025 18:53,CORP\kelly.saunders,16717627,1001CA15-5E52-490C-A1E3-F5992FECDD5C,Operational
WS-IT160,88:08:A3:45:75:00,Windows Server 2019 Standard,CONTOSO,10.1.11.76,LENOVOOTYVXK04,6,5.00.9049.1000,ws-it160.contoso.local,ws-it160,12-04-2025 16:23,CORP\francisco.novak,16737113,8F04D615-11FE-42F4-AB05-8B1ECE07CA88,Operational
WS-IT264,,Win Srv 2022 Standard,FABRIKAM,10.1.11.75,2OPFUFO,7,5.00.9049.1000,ws-it264.fabrikam.local,ws-it264,,CORP\erin.miller,16709533,53FDDB0F-5AE7-4259-A53D-AC3D0EC59CBA,Operational
LT-IT144,69:9B:31:E4:99:AE,Win Srv 2022 Standard,CONTOSO,10.1.21.100,RNU6GYNGZP,,5.00.9049.1000,lt-it144.contoso.local,lt-it144,17-04-2025 08:39,FABRIKAM\jennifer.clark,16720590,77EB8EFE-60DE-4974-81E2-6661ABB08440,Operational
,,Win Srv 2022 Standard,CONTOSO,,S5P1I60,15,5.00.9040.1001,ws-it089.contoso.local,ws-it089,24-03-2025 12:28,CORP\jordan.reyes,16767408,C190D2CB-F1A4-453B-9F51-08C837E7BD91,Operational
WS-IT288,D1:6C:56:CC:81:53,Windows Server 2019 Standard,CORP,10.1.11.73,ULJJDV9FCD,,5.00.9049.1000,,ws-it288,06-04-2025 19:14,CORP\christopher.olson,,BCD147A5-7504-4340-B5EE-CCBE04A2C57D,Operational
WS-IT118,6D:07:95:DD:D1:11,Win Srv 2022 Standard,FABRIKAM,10.1.11.72,LENOVOHBW8J6Y9,5,5.00.9049.1000,ws-it118.fabrikam.local,ws-it118,17-04-2025 09:47,CONTOSO\christopher.ortiz,16779512,AEEF1722-B281-474D-8269-0897C9109CFA,Operational
WS-IT208,DD:52:BD:D7:EA:45,Win Srv 2022 Standard,FABRIKAM,10.1.11.71,9PSKYIE,5,5.00.9040.1001,ws-it208.fabrikam.local,ws-it208,05-04-2025 18:29,CONTOSO\leah.mason,,66C879B0-CD1E-4FC0-8C60-80FAC885A251,Operational
WS-IT217,C8:81:E8:D8:14:6B,Win Srv 2022 Standard,FABRIKAM,10.1.11.70,00QWVAXCCX,3,5.00.9049.1000,ws-it217.fabrikam.local,ws-it217,28-03-2025 19:07,CONTOSO\ashley.ruiz,16749060,40331619-3787-43B9-B27C-4FDEB15A17B8,Operational
LT-IT260,C4:0C:99:6D:2F:7A,Windows Server 2022 Std,FABRIKAM,10.1.21.77,LENOVOQ7F1A5G2,14,5.00.9049.1000,lt-it260.fabrikam.local,lt-it260,20-04-2025 09:32,,16791088,700215D0-2E55-470C-9ADC-796A4679596F,Operational
WS-IT485,59:F5:37:3A:57:16,Windows Server 2022 Std,CONTOSO,10.1.11.87,HYJ2XZDB51,7,5.00.9049.1000,ws-it485.contoso.local,ws-it485,19-04-2025 17:49,CONTOSO\pamela.moore,16753532,7B0765BB-A0F4-447F-8AF6-CDE483B7ECDE,Operational
WS-IT423,91:FC:1A:9B:3E:29,Win Srv 2022 Standard,FABRIKAM,10.1.11.88,9MV7L2M,7,5.00.9049.1000,ws-it423.fabrikam.local,ws-it423,06-04-2025 19:12,CORP\ashley.harris,16791015,1626D2A7-7878-45C7-95EB-07777F2C27AB,Operational
LT-IT219,45:CC:EA:13:13:66,Windows Server 2019 Standard,FABRIKAM,10.1.21.78,LENOVOXG727BVY,8,5.00.9049.1000,lt-it219.fabrikam.local,lt-it219,29-03-2025 09:40,FABRIKAM\pamela.luna,16783570,F53DDA19-DDD2-4957-AAC3-B06D1A918056,Operational
WS-IT638,,Windows Server 2019 Standard,CONTOSO,,YX78DC6WW4,3,5.00.9049.1000,ws-it638.contoso.local,ws-it638,12-04-2025 12:02,CORP\kyle.ibarra,,495F27DD-589B-4F7C-85DF-3034218EF013,Operational
LT-IT136,DD:60:D0:C1:CB:1D,Windows Server 2019 Standard,CORP,10.1.21.79,262I61ON72,10,5.00.9040.1001,,lt-it136,13-04-2025 09:20,CORP\katie.terry,16770933,B55B94CF-B585-48E7-9BAE-1E2EF7222BDC,Operational
WS-IT133,E0:1B:B7:93:2B:EE,Windows Server 2022 Std,FABRIKAM,10.1.11.86,2KEEDRT,5,5.00.9049.1000,ws-it133.fabrikam.local,ws-it133,19-04-2025 18:54,FABRIKAM\ernest.cruz,16782960,3294422E-0D12-48FC-8BAF-423D299D06B3,Operational
LT-IT013,E8:47:0B:20:F7:D8,Windows Server 2019 Standard,CORP,10.1.21.76,7NXR6M2,14,5.00.9049.1000,lt-it013.corp.local,lt-it013,08-04-2025 15:42,CORP\emily.hernandez,16711468,DC202E6E-25BD-420C-9526-7000C5B88F50,Operational
WS-IT686,5C:85:72:C2:4D:0C,Windows Server 2019 Standard,FABRIKAM,10.1.11.85,91RF3OJ,5,5.00.9049.1000,ws-it686.fabrikam.local,ws-it686,26-03-2025 16:03,CONTOSO\amanda.flores,16749215,1ACB50E5-0B13-474F-9211-6BC5C2283CFE,Operational
LT-IT022,B8:AB:4A:E8:57:BC,Windows Server 2022 Std,CONTOSO,10.1.21.75,LENOVOOTJMYHDW,14,5.00.9049.1000,lt-it022.contoso.local,lt-it022,11-04-2025 09:35,FABRIKAM\richard.cook,16790999,3F162957-6E27-48F9-A4C4-1857C9601C30,Operational
WS-IT582,54:73:1F:38:76:53,Windows Server 2019 Standard,CORP,10.1.11.84,LENOVO2H051Q0Z,4,5.00.9049.1000,ws-it582.corp.local,ws-it582,13-04-2025 07:47,CORP\mitchell.mills,16791191,9B0A8298-9498-4195-9790-DDA14DAF7756,Operational
WS-IT201,D4:47:4C:23:88:07,Windows Server 2022 Std,CONTOSO,10.1.11.83,LENOVO7L99I0TC,15,5.00.9049.1000,ws-it201.contoso.local,ws-it201,13-04-2025 13:16,CORP\glenn.lam,16747705,08EBB92A-0D14-4CF1-B6F2-3834040EDF12,Operational
LT-IT076,79:AE:DC:11:29:61,Win Srv 2022 Standard,FABRIKAM,10.1.21.74,IHAHE5MV7L,8,5.00.9049.1000,lt-it076.fabrikam.local,lt-it076,16-04-2025 10:10,FABRIKAM\kelly.cunningham,16760622,05D17C26-82D9-4160-AFD5-A70B2F999381,Operational
WS-IT630,F4:9F:C8:14:41:58,Windows Server 2019 Standard,CONTOSO,10.1.11.82,HFOW3UT,7,5.00.9040.1001,ws-it630.contoso.local,ws-it630,01-04-2025 18:01,CORP\douglas.reese,16741871,22819951-4673-4EB1-8963-14FC1310E72B,Operational
WS-IT426,8C:FD:FB:57:E9:96,Win Srv 2022 Standard,FABRIKAM,10.1.11.81,ENZZ0BTF6M,3,5.00.9049.1000,ws-it426.fabrikam.local,ws-it426,09-04-2025 18:49,CONTOSO\samuel.carney,16721264,F7B6779B-A5BB-408B-B3A8-044287CEB15E,Operational
LT-IT329,00:56:74:CD:65:43,Win Srv 2022 Standard,CORP,10.1.21.73,ZMXMF54QN9,8,5.00.9049.1000,lt-it329.corp.local,lt-it329,02-04-2025 17:11,CONTOSO\jennifer.brewer,16711203,1BFF1440-0DB2-40AE-A577-C42262410BFF,Operational
WS-IT024,19:64:6A:C1:A1:5C,Windows Server 2019 Standard,FABRIKAM,10.1.11.80,FTIJBDWOAA,15,5.00.9049.1000,ws-it024.fabrikam.local,ws-it024,09-04-2025 11:50,,16788515,CE2F43D6-4237-4E72-B4D9-3AEB39908D83,Operational
,E8:10:3E:8A:BD:D9,Windows Server 2019 Standard,FABRIKAM,10.1.11.97,LCM977J5UB,7,5.00.9049.1000,ws-it002.fabrikam.local,ws-it002,16-04-2025 10:49,CORP\sonia.smith,16770470,ED94B7B1-22B2-4707-B4CA-F99DFF264DA3,Operational
WS-IT678,AC:E3:4B:8E:01:76,Win Srv 2022 Standard,FABRIKAM,10.1.11.98,IGIVB5M6DY,5,5.00.9049.1000,ws-it678.fabrikam.local,ws-it678,02-04-2025 11:37,CONTOSO\nicholas.sexton,16793110,42862674-A59F-420C-93BB-455A40BD4D86,Operational
WS-IT642,1C:F7:17:5F:DE:F6,Windows Server 2019 Standard,CONTOSO,10.1.11.99,LENOVO9SOEICC6,15,5.00.9049.1000,ws-it642.contoso.local,ws-it642,10-04-2025 19:28,CONTOSO\elizabeth.fuller,16721757,F0FDD8A0-0C11-4185-8844-620B71A5B42E,Operational
LT-IT240,81:FD:76:7B:F9:FF,Win Srv 2022 Standard,CONTOSO,10.1.21.72,LENOVOSF26OGEQ,9,5.00.9049.1000,lt-it240.contoso.local,lt-it240,26-03-2025 17:31,CORP\sharon.fox,16765725,9157F9B0-889B-4483-9A4C-4329835571F4,Operational
WS-IT641,A5:CE:ED:E9:71:F5,Windows Server 2019 Standard,CORP,10.1.11.96,5JY02WQ,3,5.00.9049.1000,ws-it641.corp.local,ws-it641,27-03-2025 12:06,FABRIKAM\christina.hubbard,16748927,87C9A19A-D10A-41AE-A35A-B848A7428250,Operational
WS-IT055,3D:53:8B:99:6F:0B,Win Srv 2022 Standard,CONTOSO,10.1.11.95,2YF6L2U,5,5.00.9049.1000,ws-it055.contoso.local,ws-it055,01-04-2025 13:59,CONTOSO\michelle.patel,16761317,EEBA3FE0-66F6-489D-819E-F686F1D82E93,Operational
WS-IT447,3D:CE:BD:7D:82:F6,Windows Server 2019 Standard,CONTOSO,10.1.11.94,LENOVO8HXX672N,4,5.00.9049.1000,ws-it447.contoso.local,ws-it447,15-04-2025 17:12,CORP\jesse.rose,16760132,99819A86-6CF5-4CFD-9265-746FC9EF0379,Operational
WS-IT303,A1:DF:33:19:80:A3,Windows Server 2022 Std,CORP,10.1.11.93,LENOVO5MMQ84KF,,5.00.9049.1000,ws-it303.corp.local,ws-it303,27-03-2025 08:54,,16729490,8832FD91-B477-44B9-890E-12D30A07273A,Operational
WS-IT332,A9:7A:3B:BF:E6:96,Windows Server 2022 Std,CONTOSO,10.1.11.92,LENOVOI7DYB9JL,4,5.00.9049.1000,ws-it332.contoso.local,ws-it332,23-03-2025 15:03,FABRIKAM\david.acosta,16716208,FAC03C4A-5DFE-44A6-A2E1-13551045277F,Operational
WS-IT194,5C:36:2D:F8:2E:95,Windows Server 2019 Standard,FABRIKAM,10.1.11.91,LENOVOBNOHCT4H,6,5.00.9049.1000,ws-it194.fabrikam.local,ws-it194,25-03-2025 18:00,CONTOSO\steven.glass,16738194,1A51E8CE-6E2E-4D0C-A676-AC038CA6B5E1,Operational
WS-IT574,68:D2:58:B0:2A:2F,Win Srv 2022 Standard,CORP,10.1.11.90,K16LKQF,5,5.00.9040.1001,ws-it574.corp.local,ws-it574,27-03-2025 13:16,CORP\crystal.ruiz,16780869,13B3846B-147D-4576-8169-63B9DC956BD0,Operational
TB-IT44,9D:26:BE:CC:0C:D7,Win Srv 2022 Standard,CORP,10.1.31.25,59972870746,11,5.00.9040.1001,tb-it44.corp.local,tb-it44,,CORP\jacob.lucas,16745076,7534A5C4-F0E8-44C0-9238-65AF00754763,Operational
LT-IT317,A9:A3:43:75:9D:B1,Win Srv 2022 Standard,CORP,10.1.21.71,P65HQKVA3C,8,5.00.9049.1000,lt-it317.corp.local,lt-it317,09-04-2025 08:50,,16760783,FE3620D2-3AB4-4AA4-8262-1892F114351D,Operational
LT-IT019,01:AC:93:4C:51:F1,Windows Server 2019 Standard,CONTOSO,10.1.21.70,IZCVSNU,10,5.00.9049.1000,lt-it019.contoso.local,lt-it019,26-03-2025 17:24,CORP\melissa.brooks,16749167,5F87157C-BAC7-48D2-BD12-D79ADF569F0B,Operational
WS-IT418,04:AF:3D:CD:8E:B0,Win Srv 2022 Standard,CORP,10.1.11.68,Z5OBM5RX2V,4,5.00.9049.1000,ws-it418.corp.local,ws-it418,20-04-2025 12:04,CORP\dennis.jones,16703954,,Operational
WS-IT196,B4:2F:7A:01:C9:8A,Windows Server 2019 Standard,CORP,10.1.11.69,LENOVOGJYLMSO0,,,ws-it196.corp.local,ws-it196,31-03-2025 18:27,CONTOSO\benjamin.hutchinson,16701075,E8937F8B-DA08-4811-B315-82F5C34A5379,Operational
WS-IT395,F9:6D:5A:4A:4B:26,Win Srv 2022 Standard,CONTOSO,10.1.11.66,LENOVOJKM5UZ8E,6,5.00.9049.1000,ws-it395.contoso.local,ws-it395,07-04-2025 15:46,CORP\mark.evans,16753168,9811CF33-1A5E-44FE-8865-18C6ACCFF53F,Operational
SRV-SQL35,8C:95:B1:93:F8:D0,Windows Server 2019 Standard,CORP,10.1.2.26,QHO2FR0,17,5.00.9049.1000,srv-sql35.corp.local,srv-sql35,04-04-2025 14:23,SYSTEM,16705282,4816516A-9A54-413E-8DE4-4C3F98882BC1,Operational
WS-IT162,35:3A:C0:54:7F:2C,Windows Server 2022 Std,FABRIKAM,10.1.11.65,LENOVO0U86D5AJ,17,5.00.9040.1001,ws-it162.fabrikam.local,ws-it162,03-04-2025 13:19,CONTOSO\joshua.smith,16773986,4FA0B27E-9C3E-469A-BB39-3B125F610578,Operational
LT-IT074,65:70:A2:67:E3:CB,Windows Server 2019 Standard,CONTOSO,10.1.21.88,R7MRLGBNOG,14,5.00.9040.1001,lt-it074.contoso.local,lt-it074,,CONTOSO\sandra.nash,16700625,8A09E62D-1E6A-4219-9DC4-3105A97D964E,Operational
WS-IT248,94:F9:59:2F:04:80,Windows Server 2022 Std,CORP,10.1.11.64,GIW4E2XQXT,6,5.00.9049.1000,ws-it248.corp.local,ws-it248,06-04-2025 16:44,CORP\benjamin.williams,16794762,BB621902-A63A-4CEF-913F-49915529BC04,Operational
TB-IT43,81:88:BD:BC:DB:E0,Windows Server 2019 Standard,CORP,10.1.31.24,LENOVOGKO7816G,11,5.00.9049.1000,tb-it43.corp.local,tb-it43,02-04-2025 07:45,CONTOSO\russell.griffin,16746258,F17D6906-AAEC-4825-A536-6EF94D283DD1,Operational
SRV-SQL27,09:31:7D:DA:A8:3E,Windows Server 2022 Standard,CONTOSO,10.1.2.25,5CKFCRR,20,5.00.9049.1000,srv-sql27.contoso.local,srv-sql27,11-04-2025 16:06,SYSTEM,,A686E46E-C2F8-4090-8A06-DF1BE03101C2,Operational
WS-IT034,24:7C:D5:76:D3:98,Windows Server 2019 Standard,CONTOSO,10.1.11.63,4744USETGM,7,5.00.9049.1000,ws-it034.contoso.local,ws-it034,19-04-2025 09:34,FABRIKAM\jesus.willis,16766396,4C56AEF7-7276-45ED-BC65-923F18B54032,Operational
WS-IT604,D5:89:C4:E8:76:76,Windows Server 2019 Standard,CORP,10.1.11.62,LENOVOD8D7EHVD,6,5.00.9049.1000,ws-it604.corp.local,ws-it604,09-04-2025 07:43,CORP\vincent.alexander,16762507,,Operational
LT-IT010,A0:17:23:20:DC:3A,Windows Server 2022 Std,CORP,10.1.21.89,6M8FJGS,14,5.00.9049.1000,lt-it010.corp.local,lt-it010,08-04-2025 13:49,CORP\kara.thomas,16709186,52A6AD18-5EE1-4350-9A09-871D43EBD3D8,Operational
WS-IT409,29:8D:01:CF:5D:A7,Windows Server 2022 Std,CORP,10.1.11.61,LENOVOZWAP22VW,5,5.00.9049.1000,ws-it409.corp.local,ws-it409,20-04-2025 09:02,CORP\jessica.adams,,9AD66371-103B-482D-A738-D08C423D261E,Operational
WS-IT330,65:96:51:D2:FE:AF,Windows Server 2022 Std,FABRIKAM,10.1.11.60,G56H0KWNE8,7,5.00.9049.1000,ws-it330.fabrikam.local,,03-04-2025 14:19,FABRIKAM\mary.griffith,16720752,55592BE2-5D3D-4242-8D19-02FA215D3F14,Operational
SRV-SQL49,3D:4B:F6:D0:FD:88,Windows Server 2022 Standard,FABRIKAM,10.1.2.24,2FGETCB,20,,srv-sql49.fabrikam.local,srv-sql49,31-03-2025 07:04,SYSTEM,16759464,FC7194C3-9D9B-4E3A-A549-629F08D0D92D,Operational
LT-IT063,DD:FE:D6:53:67:FD,Windows Server 2019 Standard,CORP,10.1.21.86,CYC3BDX,8,5.00.9049.1000,lt-it063.corp.local,lt-it063,11-04-2025 08:24,FABRIKAM\julia.haney,16738691,08709EDE-4904-45B7-AA28-E873CC6F86E4,Operational
LT-IT256,31:C3:81:11:38:C0,Windows Server 2022 Std,CONTOSO,10.1.21.85,LENOVOOBVVNWIO,9,5.00.9049.1000,lt-it256.contoso.local,,04-04-2025 07:01,CORP\elizabeth.harper,16719399,D54E00EF-103A-41CA-9897-9096FA2D576D,Operational
WS-IT575,8C:BC:07:55:44:AD,Windows Server 2019 Standard,FABRIKAM,10.1.11.57,XVO080EOEO,7,5.00.9040.1001,ws-it575.fabrikam.local,,29-03-2025 18:33,CORP\tiffany.giles,16748919,73358083-7716-4F58-8145-0E36B1D5AE23,Operational
WS-IT531,15:D7:37:07:85:A9,Win Srv 2022 Standard,CONTOSO,10.1.11.58,KSQVOX1,5,5.00.9040.1001,ws-it531.contoso.local,ws-it531,03-04-2025 16:24,CONTOSO\louis.lawson,16744740,72A24449-17FB-436A-9091-98343FF59D4E,Operational
LT-IT342,54:5A:7D:2B:61:7F,Windows Server 2019 Standard,CORP,10.1.21.84,Q5AFAHRCO6,10,5.00.9040.1001,lt-it342.corp.local,lt-it342,23-03-2025 08:44,FABRIKAM\michael.mcpherson,16721090,,Operational
WS-IT439,54:9B:C4:B7:E4:3C,Windows Server 2019 Standard,CONTOSO,10.1.11.59,HC8SI8X,7,5.00.9049.1000,ws-it439.contoso.local,,24-03-2025 16:41,CONTOSO\madeline.park,16727339,321FD8D0-2447-4E95-AE04-17995D60FB45,Operational
WS-IT178,1C:7B:16:04:EA:EE,Windows Server 2019 Standard,FABRIKAM,10.1.11.56,LENOVOICOBRUDW,5,5.00.9040.1001,ws-it178.fabrikam.local,ws-it178,14-04-2025 08:51,CORP\christian.dougherty,16754943,D5A6A483-4D3B-4104-8EEA-86322EC73F66,Operational
WS-IT286,CC:26:76:44:A3:9F,Windows Server 2022 Std,FABRIKAM,10.1.11.55,RD1MLZ2,4,5.00.9040.1001,ws-it286.fabrikam.local,ws-it286,21-04-2025 19:05,CONTOSO\david.wright,16738464,,Operational
WS-IT651,B0:FE:C9:E6:05:2B,Win Srv 2022 Standard,CONTOSO,10.1.11.53,AMY9T31,4,5.00.9049.1000,ws-it651.contoso.local,ws-it651,24-03-2025 07:00,CONTOSO\monica.carter,16760970,6A8A45CB-EFFF-45DC-A02F-C783A1EDA8C9,Operational
LT-IT117,01:24:F7:9B:7C:05,Windows Server 2022 Std,CONTOSO,10.1.21.83,GNFT40H,9,5.00.9040.1001,lt-it117.contoso.local,lt-it117,12-04-2025 13:40,CORP\christina.kirk,16736268,C4B83DAA-E6BA-4C31-9711-2B5737F846A0,Operational
WS-IT215,29:36:88:7D:A6:E5,Windows Server 2022 Std,FABRIKAM,10.1.11.51,JPUWTO6,17,5.00.9049.1000,ws-it215.fabrikam.local,ws-it215,19-04-2025 18:00,FABRIKAM\robert.reyes,16777068,487AAC24-A274-4F10-B685-D22958EACE4B,Operational
