Hostname,MAC Address,IP Address,Subnet Mask,Default Gateway,DNS Servers,Domain Name,Lease Start Time,Lease End Time,Client Identifier,DHCP ServerIP,Boot File Name,Vendor Class ID
note-article-616,2f:38:3f:98:89:c7,172.16.0.42,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",company.local,18-04-2025 01:38,24-04-2025 21:38,01:2f:38:3f:98:89:c7,172.16.0.2,,iOS Device
science-bag-938,4d:1c:ce:1b:d7:7d,172.30.0.30,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",company.local,19-04-2025 21:27,21-04-2025 00:27,01:4d:1c:ce:1b:d7:7d,172.30.0.2,undionly.kpxe,Linux Device
hundred-main-735,06:ec:5d:ae:b8:4e,10.0.0.4,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,21-04-2025 04:26,26-04-2025 08:26,01:06:ec:5d:ae:b8:4e,10.0.0.2,bootx64.efi,Win 5.0
ten-team-174,b0:ab:8d:13:f0:ff,192.168.0.59,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",example.com,22-04-2025 10:04,28-04-2025 08:04,01:b0:ab:8d:13:f0:ff,192.168.0.2,,DHCP Client
although-professor-99,7b:ce:94:a7:cf:2f,172.30.0.86,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",corp.local,21-04-2025 10:53,23-04-2025 02:53,01:7b:ce:94:a7:cf:2f,172.30.0.2,bootx64.efi,Microsoft Windows 10
possible-within-150,d0:c5:04:f3:03:b0,10.10.10.236,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,20-04-2025 10:22,24-04-2025 11:22,01:d0:c5:04:f3:03:b0,10.10.10.2,bootx64.efi,udhcp 1.24.1
behind-staff-911,de:92:d7:02:be:92,10.0.0.78,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",company.local,17-04-2025 17:48,24-04-2025 07:48,01:de:92:d7:02:be:92,,bootx64.efi,MS Win 10
agency-break-936,14:be:90:24:a3:22,172.16.0.128,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,18-04-2025 14:15,22-04-2025 13:15,01:14:be:90:24:a3:22,172.16.0.2,undionly.kpxe,Win 6.0
black-safe-218,5c:1e:2a:80:04:5f,172.30.0.146,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",internal.org,21-04-2025 11:22,22-04-2025 16:22,,172.30.0.2,,udhcp Client
focus-bank-63,49:70:a4:1a:aa:24,10.0.0.196,,10.0.0.1,"9.9.9.9, 149.112.112.112",company.local,19-04-2025 20:39,25-04-2025 18:39,01:49:70:a4:1a:aa:24,,bootx64.efi,MSFT 6.0
season-hotel-901,e6:67:37:99:f0:a2,172.16.0.54,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",internal.org,19-04-2025 14:10,23-04-2025 03:10,01:e6:67:37:99:f0:a2,172.16.0.2,undionly.kpxe,udhcp
help-believe-438,,172.30.0.129,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",internal.org,22-04-2025 02:13,23-04-2025 09:13,01:ec:6d:7c:d6:17:20,172.30.0.2,,DHCP Client
though-bank-765,b5:12:14:4f:ff:6e,192.168.0.222,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",company.local,18-04-2025 00:36,19-04-2025 22:36,01:b5:12:14:4f:ff:6e,192.168.0.2,,Windows 11
type-main-404,d6:be:63:62:10:2d,10.0.0.71,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",internal.org,18-04-2025 17:13,20-04-2025 01:13,01:d6:be:63:62:10:2d,10.0.0.2,boot.wim,Win 10
agent-believe-503,a6:2f:82:96:25:31,10.0.0.172,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",internal.org,16-04-2025 01:03,21-04-2025 20:03,01:a6:2f:82:96:25:31,10.0.0.2,pxeboot.0,
occur-put-691,39:e2:9f:b3:89:d5,172.30.0.231,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",corp.local,21-04-2025 12:07,22-04-2025 14:07,01:39:e2:9f:b3:89:d5,172.30.0.2,pxeboot.0,
possible-sort-281,24:f8:ee:6a:a1:4e,172.30.0.37,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",corp.local,17-04-2025 20:25,19-04-2025 11:25,01:24:f8:ee:6a:a1:4e,172.30.0.2,bootx64.efi,dhcpcd-6.11.5
decision-bank-861,d8:4d:df:27:55:b9,192.168.0.173,255.255.255.0,192.168.0.1,"64.6.64.6, 64.6.65.6",,18-04-2025 12:27,20-04-2025 14:27,01:d8:4d:df:27:55:b9,192.168.0.2,pxeboot.0,udhcp 1.24.1
president-professional-123,9b:22:75:c6:77:c6,10.0.0.203,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",example.com,16-04-2025 11:39,18-04-2025 02:39,01:9b:22:75:c6:77:c6,10.0.0.2,bootx64.efi,Android Device
drug-article-331,8a:ea:2f:59:d7:20,10.10.10.148,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",internal.org,18-04-2025 18:10,25-04-2025 02:10,01:8a:ea:2f:59:d7:20,10.10.10.2,ipxe.efi,
find-so-18,e3:e3:8b:4a:6e:5e,192.168.0.179,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,20-04-2025 11:26,27-04-2025 09:26,01:e3:e3:8b:4a:6e:5e,,,udhcp
senior-no-560,e7:ab:30:03:72:d5,,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",corp.local,16-04-2025 17:54,23-04-2025 14:54,01:e7:ab:30:03:72:d5,172.30.0.2,pxeboot.0,Windows 6.0
to-bed-587,f3:e4:16:21:f9:d6,172.30.0.15,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",example.com,18-04-2025 04:23,22-04-2025 14:23,01:f3:e4:16:21:f9:d6,172.30.0.2,pxeboot.0,MS Win 10
what-bed-313,52:cd:3d:dc:eb:1d,172.30.0.51,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",corp.local,17-04-2025 11:48,21-04-2025 05:48,01:52:cd:3d:dc:eb:1d,172.30.0.2,bootx64.efi,Microsoft 6.0
everything-kitchen-940,ad:e3:f3:a0:1c:b5,172.30.0.109,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",internal.org,22-04-2025 00:13,24-04-2025 18:13,01:ad:e3:f3:a0:1c:b5,172.30.0.2,bootx64.efi,Win 6.0
blue-couple-778,1f:07:28:d8:25:cc,192.168.0.149,255.255.255.0,192.168.0.1,"9.9.9.9, 149.112.112.112",internal.org,19-04-2025 14:36,21-04-2025 16:36,01:1f:07:28:d8:25:cc,,boot.wim,MS Win 11
occur-professional-852,17:20:a8:93:05:fc,172.16.0.168,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",corp.local,21-04-2025 17:04,27-04-2025 14:04,01:17:20:a8:93:05:fc,172.16.0.2,pxeboot.0,iOS Device
election-thing-109,,10.10.10.132,255.255.255.0,10.10.10.1,,example.com,15-04-2025 21:08,17-04-2025 06:08,01:6b:f1:5d:b0:69:19,10.10.10.2,bootx64.efi,Microsoft 6.0
want-force-712,,10.0.0.90,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,18-04-2025 03:38,21-04-2025 00:38,01:bf:a6:23:1b:15:03,,,Android Device
article-budget-230,,172.30.0.25,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",example.com,16-04-2025 23:33,22-04-2025 09:33,01:87:1e:46:05:1a:33,172.30.0.2,ipxe.efi,Linux
miss-so-833,0f:39:e2:47:be:0a,10.10.10.180,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",corp.local,19-04-2025 02:38,23-04-2025 00:38,01:0f:39:e2:47:be:0a,10.10.10.2,undionly.kpxe,MSFT 5.0
worry-not-534,03:72:d5:36:a2:fe,172.16.0.219,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",company.local,19-04-2025 02:27,24-04-2025 06:27,01:03:72:d5:36:a2:fe,172.16.0.2,pxeboot.0,Android OS
hit-edge-647,be:db:f9:16:03:02,172.30.0.11,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,18-04-2025 00:09,24-04-2025 13:09,01:be:db:f9:16:03:02,172.30.0.2,boot.wim,Android OS
note-beat-44,95:dc:d1:5a:57:a2,172.30.0.167,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",example.com,21-04-2025 05:24,23-04-2025 00:24,01:95:dc:d1:5a:57:a2,172.30.0.2,bootx64.efi,Win 6.0
decision-class-355,3d:80:f9:6f:51:d2,192.168.0.130,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",example.com,19-04-2025 04:53,21-04-2025 16:53,01:3d:80:f9:6f:51:d2,,,Linux-dhcp
serious-moment-142,80:a1:b3:4f:69:4f,172.30.0.91,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",company.local,18-04-2025 13:13,19-04-2025 14:13,01:80:a1:b3:4f:69:4f,172.30.0.2,boot.wim,Android-dhcp-13.0.0
huge-kitchen-150,87:b5:26:63:e2:31,192.168.0.11,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",example.com,21-04-2025 09:30,23-04-2025 05:30,01:87:b5:26:63:e2:31,192.168.0.2,ipxe.efi,dhcpcd-6.11.5
begin-put-285,e2:72:cd:cf:51:45,172.16.0.64,255.255.255.0,172.16.0.1,"64.6.64.6, 64.6.65.6",corp.local,19-04-2025 09:34,23-04-2025 13:34,01:e2:72:cd:cf:51:45,172.16.0.2,,Windows 6.0
student-stand-124,62:1b:5a:3c:6a:1e,10.10.10.109,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",internal.org,18-04-2025 03:40,19-04-2025 10:40,01:62:1b:5a:3c:6a:1e,10.10.10.2,bootx64.efi,Microsoft 5.0
woman-hotel-107,2f:2d:84:2c:28:47,10.10.10.100,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",internal.org,18-04-2025 02:21,22-04-2025 13:21,01:2f:2d:84:2c:28:47,,,MS Win 11
west-surface-385,b0:da:94:32:0b:90,192.168.0.213,255.255.255.0,192.168.0.1,"208.67.222.222, 208.67.220.220",corp.local,19-04-2025 12:53,24-04-2025 09:53,01:b0:da:94:32:0b:90,192.168.0.2,boot.wim,Apple Device
create-drug-733,bc:2e:c7:b3:72:3b,172.16.0.52,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",example.com,19-04-2025 23:02,23-04-2025 10:02,,172.16.0.2,undionly.kpxe,MS Win 10
president-class-509,d5:82:6d:2f:fa:7c,192.168.0.137,255.255.255.0,,"64.6.64.6, 64.6.65.6",company.local,19-04-2025 06:16,25-04-2025 14:16,01:d5:82:6d:2f:fa:7c,192.168.0.2,undionly.kpxe,Android-DHCP
the-bank-284,a8:5b:b9:30:e9:e0,172.30.0.213,255.255.0.0,172.30.0.1,,corp.local,21-04-2025 23:24,23-04-2025 21:24,01:a8:5b:b9:30:e9:e0,,,Android-DHCP
focus-rather-724,f9:4e:62:85:c7:88,192.168.0.247,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",corp.local,16-04-2025 08:07,18-04-2025 01:07,01:f9:4e:62:85:c7:88,192.168.0.2,pxeboot.0,MSFT 5.0
worry-three-910,e3:0f:83:dd:33:3f,10.0.0.132,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",internal.org,19-04-2025 21:31,26-04-2025 19:31,01:e3:0f:83:dd:33:3f,10.0.0.2,,macOS
student-believe-741,fd:ec:94:17:a2:55,172.30.0.36,255.255.0.0,,"1.1.1.1, 1.0.0.1",example.com,16-04-2025 01:52,18-04-2025 21:52,01:fd:ec:94:17:a2:55,172.30.0.2,boot.wim,MSFT Windows 11
choice-gas-555,52:f3:f0:56:4c:b9,10.10.10.193,,10.10.10.1,"9.9.9.9, 149.112.112.112",company.local,17-04-2025 01:51,21-04-2025 02:51,01:52:f3:f0:56:4c:b9,10.10.10.2,ipxe.efi,Microsoft Windows 6.0
drug-citizen-652,a2:f7:ba:21:88:45,172.30.0.169,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",internal.org,18-04-2025 00:19,24-04-2025 07:19,01:a2:f7:ba:21:88:45,172.30.0.2,pxeboot.0,Linux
serious-expect-781,6b:38:b4:cd:ed:0a,172.16.0.162,255.255.255.0,,"208.67.222.222, 208.67.220.220",corp.local,16-04-2025 12:34,23-04-2025 07:34,01:6b:38:b4:cd:ed:0a,172.16.0.2,undionly.kpxe,
student-bank-751,ef:e7:ab:30:03:72,172.30.0.152,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,17-04-2025 14:21,21-04-2025 07:21,01:ef:e7:ab:30:03:72,172.30.0.2,ipxe.efi,GNU/Linux
mean-entire-690,35:86:29:af:38:0d,10.0.0.110,255.255.255.0,10.0.0.1,"1.1.1.1, 1.0.0.1",company.local,19-04-2025 01:11,20-04-2025 18:11,01:35:86:29:af:38:0d,10.0.0.2,,MSFT Windows 11
note-responsibility-66,ad:05:49:01:7d:c0,172.30.0.68,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",corp.local,21-04-2025 17:13,24-04-2025 11:13,01:ad:05:49:01:7d:c0,172.30.0.2,pxeboot.0,Win 10
develop-budget-725,dc:03:3d:4b:08:d4,10.0.0.133,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,17-04-2025 18:46,20-04-2025 16:46,01:dc:03:3d:4b:08:d4,10.0.0.2,,Microsoft Windows 5.0
develop-job-40,15:f4:40:ce:e8:09,172.30.0.82,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",example.com,15-04-2025 14:37,20-04-2025 12:37,01:15:f4:40:ce:e8:09,172.30.0.2,bootx64.efi,dhcp-client
huge-budget-742,0b:29:e0:8c:77:c0,10.10.10.235,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",internal.org,22-04-2025 07:25,24-04-2025 09:25,01:0b:29:e0:8c:77:c0,10.10.10.2,pxeboot.0,
away-animal-863,da:24:87:71:4c:53,172.16.0.19,255.255.255.0,,"64.6.64.6, 64.6.65.6",corp.local,21-04-2025 07:09,27-04-2025 08:09,01:da:24:87:71:4c:53,172.16.0.2,undionly.kpxe,Apple Device
ten-someone-51,b4:d8:f1:51:e4:d9,192.168.0.186,255.255.255.0,192.168.0.1,"208.67.222.222, 208.67.220.220",example.com,17-04-2025 08:58,20-04-2025 21:58,01:b4:d8:f1:51:e4:d9,192.168.0.2,pxeboot.0,MSFT Windows 10
weight-rather-510,9e:ee:29:b5:23:10,10.0.0.131,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",corp.local,16-04-2025 01:52,22-04-2025 13:52,,10.0.0.2,boot.wim,udhcp Client
particularly-article-635,af:16:21:e4:6e:d1,,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",corp.local,20-04-2025 05:09,21-04-2025 22:09,01:af:16:21:e4:6e:d1,10.10.10.2,pxeboot.0,Windows 5.0
technology-moment-65,12:b4:d8:48:89:4b,10.10.10.92,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",company.local,16-04-2025 04:09,22-04-2025 22:09,01:12:b4:d8:48:89:4b,10.10.10.2,undionly.kpxe,Win 10
huge-edge-876,48:7f:26:85:73:24,10.0.0.17,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",internal.org,19-04-2025 00:41,23-04-2025 20:41,,10.0.0.2,pxeboot.0,Microsoft 5.0
meet-early-754,2f:5c:32:d8:58:ef,172.30.0.245,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,20-04-2025 19:51,24-04-2025 10:51,01:2f:5c:32:d8:58:ef,172.30.0.2,bootx64.efi,Android-DHCP
huge-entire-577,a1:2a:55:b3:32:05,192.168.0.214,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,19-04-2025 09:04,24-04-2025 23:04,01:a1:2a:55:b3:32:05,192.168.0.2,undionly.kpxe,Microsoft Windows 6.0
huge-money-485,df:1e:ff:07:d2:f4,172.16.0.34,255.255.255.0,172.16.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,16-04-2025 11:54,21-04-2025 05:54,,172.16.0.2,undionly.kpxe,Win 5.0
writer-mention-931,f4:fb:8d:65:6d:fc,10.10.10.36,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",example.com,18-04-2025 13:58,20-04-2025 02:58,01:f4:fb:8d:65:6d:fc,10.10.10.2,boot.wim,MSFT Windows 10
worry-sort-707,26:9d:f6:da:e9:f1,10.0.0.173,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,18-04-2025 21:03,20-04-2025 18:03,01:26:9d:f6:da:e9:f1,10.0.0.2,boot.wim,udhcp Client
mean-stand-358,5b:e2:40:5f:36:b1,172.16.0.124,255.255.255.0,172.16.0.1,,internal.org,21-04-2025 03:28,23-04-2025 09:28,01:5b:e2:40:5f:36:b1,172.16.0.2,,MSFT Windows 10
visit-responsibility-831,15:ad:4c:71:74:23,10.0.0.38,255.255.255.0,10.0.0.1,"9.9.9.9, 149.112.112.112",corp.local,17-04-2025 04:18,20-04-2025 01:18,01:15:ad:4c:71:74:23,10.0.0.2,ipxe.efi,MS Win 11
miss-so-352,2c:53:2b:2c:82:89,10.10.10.59,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",company.local,17-04-2025 18:45,19-04-2025 19:45,01:2c:53:2b:2c:82:89,10.10.10.2,ipxe.efi,Windows 6.0
decision-bed-293,8a:40:b0:38:59:6b,172.16.0.33,,172.16.0.1,"208.67.222.222, 208.67.220.220",example.com,18-04-2025 02:38,19-04-2025 12:38,01:8a:40:b0:38:59:6b,172.16.0.2,boot.wim,Android OS
section-few-140,a1:2f:2d:84:2c:28,,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",company.local,16-04-2025 12:58,21-04-2025 15:58,01:a1:2f:2d:84:2c:28,10.10.10.2,pxeboot.0,MSFT Windows 10
focus-get-372,f2:57:d2:9e:19:1e,172.16.0.104,255.255.255.0,172.16.0.1,,internal.org,19-04-2025 12:46,,01:f2:57:d2:9e:19:1e,172.16.0.2,pxeboot.0,Win 6.0
decision-go-3,f1:4f:cc:54:0e:8d,172.30.0.45,,172.30.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,18-04-2025 23:41,20-04-2025 14:41,,172.30.0.2,bootx64.efi,Linux
decision-mention-599,27:74:98:21:09:d5,172.30.0.9,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,22-04-2025 02:07,25-04-2025 12:07,01:27:74:98:21:09:d5,172.30.0.2,undionly.kpxe,Apple Device
occur-sort-396,f9:e0:55:82:dc:f2,172.30.0.124,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",internal.org,21-04-2025 13:52,27-04-2025 21:52,01:f9:e0:55:82:dc:f2,172.30.0.2,bootx64.efi,Android 13
my-political-873,b1:13:e4:ce:db:9e,10.10.10.203,255.255.255.0,10.10.10.1,"9.9.9.9, 149.112.112.112",enterprise.net,19-04-2025 22:01,,01:b1:13:e4:ce:db:9e,10.10.10.2,undionly.kpxe,Android 13
hit-series-914,7a:d0:c5:04:f3:03,172.16.0.152,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",internal.org,20-04-2025 16:42,24-04-2025 21:42,01:7a:d0:c5:04:f3:03,172.16.0.2,boot.wim,Windows 6.0
west-couple-312,,10.10.10.246,,10.10.10.1,"64.6.64.6, 64.6.65.6",internal.org,16-04-2025 12:25,19-04-2025 05:25,01:7e:c4:4e:9f:a8:99,10.10.10.2,pxeboot.0,Apple-Device
financial-early-800,fb:96:d6:5d:2d:7c,172.16.0.16,255.255.255.0,172.16.0.1,"208.67.222.222, 208.67.220.220",corp.local,22-04-2025 04:37,25-04-2025 17:37,01:fb:96:d6:5d:2d:7c,172.16.0.2,boot.wim,Win 10
black-early-929,ea:54:a5:13:c1:62,172.16.0.160,,172.16.0.1,"9.9.9.9, 149.112.112.112",company.local,20-04-2025 16:47,25-04-2025 18:47,01:ea:54:a5:13:c1:62,172.16.0.2,undionly.kpxe,Microsoft 6.0
occur-money-909,bc:e0:99:d8:59:6d,192.168.0.195,255.255.255.0,,"8.8.8.8, 8.8.4.4",example.com,22-04-2025 13:41,25-04-2025 14:41,01:bc:e0:99:d8:59:6d,192.168.0.2,undionly.kpxe,Microsoft Windows 11
while-close-473,a5:d8:40:0a:f7:f5,,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,21-04-2025 09:28,26-04-2025 14:28,01:a5:d8:40:0a:f7:f5,192.168.0.2,boot.wim,macOS
season-kitchen-416,41:25:54:dd:eb:a0,10.10.10.202,255.255.255.0,10.10.10.1,"8.8.8.8, 8.8.4.4",internal.org,21-04-2025 04:40,24-04-2025 09:40,01:41:25:54:dd:eb:a0,10.10.10.2,undionly.kpxe,Microsoft Windows 6.0
sure-series-871,33:09:6a:03:fc:f7,172.30.0.159,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",enterprise.net,19-04-2025 03:00,24-04-2025 16:00,01:33:09:6a:03:fc:f7,172.30.0.2,boot.wim,Windows 6.0
senior-learn-606,70:26:e4:8a:d0:0f,172.16.0.241,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",corp.local,18-04-2025 04:14,19-04-2025 09:14,01:70:26:e4:8a:d0:0f,172.16.0.2,boot.wim,Android OS
same-process-193,d1:5a:57:a2:27:4d,172.30.0.229,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,17-04-2025 05:57,21-04-2025 11:57,01:d1:5a:57:a2:27:4d,172.30.0.2,ipxe.efi,MSFT Windows 10
like-gas-848,dd:0a:63:b5:3f:02,172.30.0.134,255.255.0.0,172.30.0.1,"208.67.222.222, 208.67.220.220",example.com,16-04-2025 08:55,19-04-2025 19:55,01:dd:0a:63:b5:3f:02,172.30.0.2,,udhcp Client
behind-modern-537,ec:80:55:ef:1e:ae,172.30.0.67,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",enterprise.net,17-04-2025 07:03,,01:ec:80:55:ef:1e:ae,172.30.0.2,,Android OS
watch-beat-56,c0:c1:df:e0:37:d6,10.0.0.8,255.255.255.0,10.0.0.1,"64.6.64.6, 64.6.65.6",example.com,22-04-2025 05:33,28-04-2025 13:33,01:c0:c1:df:e0:37:d6,10.0.0.2,,Android 13
woman-get-342,7b:46:86:c3:0b:eb,10.0.0.108,255.255.255.0,,"208.67.222.222, 208.67.220.220",internal.org,16-04-2025 20:01,22-04-2025 06:01,01:7b:46:86:c3:0b:eb,10.0.0.2,ipxe.efi,Linux OS
according-bag-555,24:71:7f:b3:87:53,172.16.0.218,255.255.255.0,172.16.0.1,"9.9.9.9, 149.112.112.112",corp.local,,21-04-2025 19:10,01:24:71:7f:b3:87:53,172.16.0.2,ipxe.efi,GNU/Linux
drug-hotel-474,04:49:6d:96:50:c1,10.10.10.20,,10.10.10.1,"8.8.8.8, 8.8.4.4",internal.org,16-04-2025 19:14,23-04-2025 06:14,01:04:49:6d:96:50:c1,10.10.10.2,boot.wim,DHCP-Client
the-heavy-152,f0:ef:58:dd:aa:ac,192.168.0.131,255.255.255.0,192.168.0.1,"8.8.8.8, 8.8.4.4",example.com,,22-04-2025 19:35,01:f0:ef:58:dd:aa:ac,192.168.0.2,boot.wim,Apple Device
food-edge-894,f3:fb:c6:e6:c4:fa,172.30.0.64,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",company.local,21-04-2025 00:26,22-04-2025 09:26,01:f3:fb:c6:e6:c4:fa,172.30.0.2,bootx64.efi,Android-DHCP
sea-follow-593,2d:7c:05:81:f2:2e,172.30.0.242,255.255.0.0,172.30.0.1,"9.9.9.9, 149.112.112.112",company.local,19-04-2025 02:33,20-04-2025 08:33,,172.30.0.2,bootx64.efi,MSFT Windows 10
want-within-189,9c:f2:7b:bd:09:16,10.10.10.71,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,19-04-2025 08:23,23-04-2025 06:23,01:9c:f2:7b:bd:09:16,10.10.10.2,undionly.kpxe,Linux OS
us-citizen-901,7e:8f:b6:78:c1:74,10.0.0.119,255.255.255.0,10.0.0.1,"208.67.222.222, 208.67.220.220",enterprise.net,17-04-2025 07:25,21-04-2025 11:25,01:7e:8f:b6:78:c1:74,10.0.0.2,,Win 11
huge-budget-535,fa:a6:bf:f2:34:49,10.10.10.93,255.255.255.0,10.10.10.1,"64.6.64.6, 64.6.65.6",,22-04-2025 14:31,24-04-2025 05:31,01:fa:a6:bf:f2:34:49,10.10.10.2,pxeboot.0,
same-professor-891,59:5c:0f:c9:0e:cd,192.168.0.101,255.255.255.0,192.168.0.1,"1.1.1.1, 1.0.0.1",company.local,21-04-2025 10:46,24-04-2025 19:46,01:59:5c:0f:c9:0e:cd,192.168.0.2,,Apple-Device
new-animal-239,04:db:20:30:dd:1c,10.10.10.86,255.255.255.0,,"64.6.64.6, 64.6.65.6",example.com,17-04-2025 14:36,,01:04:db:20:30:dd:1c,10.10.10.2,boot.wim,Android-dhcp-13.0.0
particular-so-146,0d:3a:e9:83:9e:db,192.168.0.25,255.255.255.0,,"64.6.64.6, 64.6.65.6",internal.org,20-04-2025 20:21,24-04-2025 06:21,01:0d:3a:e9:83:9e:db,192.168.0.2,,dhcp-client
order-point-593,80:2a:58:22:94:26,172.16.0.246,255.255.255.0,172.16.0.1,"8.8.8.8, 8.8.4.4",example.com,21-04-2025 03:49,25-04-2025 01:49,01:80:2a:58:22:94:26,172.16.0.2,ipxe.efi,Win 5.0
science-few-347,8c:cb:32:bc:21:cc,172.30.0.163,255.255.0.0,172.30.0.1,"64.6.64.6, 64.6.65.6",enterprise.net,17-04-2025 07:30,,01:8c:cb:32:bc:21:cc,172.30.0.2,undionly.kpxe,
identify-entire-319,,10.10.10.164,255.255.255.0,10.10.10.1,"1.1.1.1, 1.0.0.1",internal.org,17-04-2025 03:53,18-04-2025 14:53,01:2d:9c:e4:9a:d0:fb,10.10.10.2,undionly.kpxe,Microsoft Windows 10
sing-follow-409,0b:fa:8b:c8:e4:df,172.30.0.53,255.255.0.0,172.30.0.1,"1.1.1.1, 1.0.0.1",example.com,16-04-2025 16:05,20-04-2025 19:05,01:0b:fa:8b:c8:e4:df,172.30.0.2,boot.wim,udhcp-client
blue-bag-538,97:93:b8:8f:8b:f0,10.0.0.208,255.255.255.0,10.0.0.1,"8.8.8.8, 8.8.4.4",company.local,21-04-2025 07:20,27-04-2025 01:20,01:97:93:b8:8f:8b:f0,10.0.0.2,,DHCP Client
sea-follow-941,ee:7b:52:fd:03:a8,172.30.0.29,255.255.0.0,172.30.0.1,"8.8.8.8, 8.8.4.4",enterprise.net,20-04-2025 20:22,23-04-2025 21:22,01:ee:7b:52:fd:03:a8,172.30.0.2,boot.wim,Microsoft Windows 6.0
sea-develop-714,94:17:a2:55:7a:2e,10.10.10.223,255.255.255.0,10.10.10.1,"208.67.222.222, 208.67.220.220",example.com,20-04-2025 00:02,21-04-2025 10:02,01:94:17:a2:55:7a:2e,10.10.10.2,boot.wim,Android-dhcp-13.0.0
technology-main-885,0e:3b:45:3f:dc:ed,172.16.0.22,255.255.255.0,172.16.0.1,,corp.local,20-04-2025 01:25,21-04-2025 14:25,01:0e:3b:45:3f:dc:ed,172.16.0.2,bootx64.efi,Android-DHCP
